timestamp,cpu_count,mem_total_gb,mem_used_gb,mem_free_gb,mem_avail_gb,mem_percent,docker_containers
1764348330,32,124,11,17,110,9.5,0
1764348335,32,124,12,17,110,10.0,96
1764348340,32,124,12,17,110,9.9,96
1764348345,32,124,12,17,110,10.0,96
1764348350,32,124,12,17,110,10.0,96
1764348355,32,124,12,17,110,9.9,96
1764348360,32,124,12,17,110,9.9,96
1764348365,32,124,12,17,110,9.9,96
1764348370,32,124,12,17,110,9.9,96
1764348375,32,124,12,17,110,9.9,96
1764348380,32,124,12,17,110,9.9,96
1764348385,32,124,12,17,110,9.9,96
1764348390,32,124,12,17,110,9.9,96
1764348395,32,124,12,17,110,9.9,96
1764348400,32,124,12,17,110,9.9,96
1764348405,32,124,12,17,110,9.9,96
1764348410,32,124,12,17,110,9.9,96
1764348415,32,124,12,17,110,9.9,96
1764348420,32,124,12,17,110,9.9,96
1764348425,32,124,12,17,110,9.9,96
1764348430,32,124,12,17,110,9.9,96
1764348435,32,124,12,17,110,9.9,96
1764348440,32,124,12,17,110,9.9,96
1764348445,32,124,12,17,110,9.9,96
1764348450,32,124,12,17,110,9.9,96
1764348455,32,124,12,17,110,9.9,96
1764348460,32,124,12,17,110,10.0,96
