timestamp,cpu_count,mem_total_gb,mem_used_gb,mem_free_gb,mem_avail_gb,mem_percent,docker_containers
1764349535,32,124,11,17,110,9.5,0
1764349540,32,124,13,16,109,10.5,160
1764349545,32,124,14,15,108,11.5,332
1764349550,32,124,14,14,108,11.7,370
1764349556,32,124,14,14,108,11.6,370
1764349561,32,124,14,14,108,11.6,370
1764349566,32,124,14,14,108,11.6,370
1764349571,32,124,14,14,108,11.5,370
1764349576,32,124,14,14,108,11.5,370
1764349581,32,124,14,14,108,11.5,370
1764349586,32,124,14,14,108,11.5,370
1764349591,32,124,14,15,108,11.5,370
1764349596,32,124,14,15,108,11.5,370
1764349601,32,124,14,14,108,11.5,370
1764349606,32,124,14,14,108,11.5,370
1764349611,32,124,14,14,108,11.5,370
1764349616,32,124,14,14,108,11.5,370
1764349621,32,124,14,14,108,11.5,370
1764349626,32,124,14,14,108,11.5,370
1764349631,32,124,14,14,108,11.5,370
1764349636,32,124,14,14,108,11.5,370
1764349641,32,124,14,14,108,11.5,370
1764349646,32,124,14,14,108,11.5,370
1764349651,32,124,14,14,108,11.5,370
1764349656,32,124,14,14,108,11.5,370
1764349662,32,124,14,14,108,11.5,370
1764349667,32,124,14,14,108,11.5,370
1764349672,32,124,14,14,108,11.5,370
1764349677,32,124,14,14,108,11.6,370
1764349682,32,124,14,14,108,11.6,370
1764349687,32,124,14,14,108,11.6,370
1764349692,32,124,14,14,108,11.7,370
