timestamp,cpu_count,mem_total_gb,mem_used_gb,mem_free_gb,mem_avail_gb,mem_percent,docker_containers
1764348618,32,124,11,17,110,9.5,0
1764348623,32,124,12,17,110,10.0,96
1764348628,32,124,12,17,110,10.0,96
1764348633,32,124,12,17,110,10.0,96
1764348638,32,124,12,17,110,10.0,96
1764348643,32,124,12,17,110,9.9,96
1764348648,32,124,12,17,110,9.9,96
1764348653,32,124,12,17,110,9.9,96
1764348658,32,124,12,17,110,9.9,96
1764348663,32,124,12,17,110,9.9,96
1764348668,32,124,12,17,110,9.9,96
1764348673,32,124,12,17,110,9.9,96
1764348678,32,124,12,17,110,9.9,96
1764348683,32,124,12,17,110,9.9,96
1764348688,32,124,12,17,110,9.9,96
1764348693,32,124,12,17,110,9.9,96
1764348698,32,124,12,17,110,9.9,96
1764348703,32,124,12,17,110,9.9,96
1764348708,32,124,12,17,110,9.9,96
1764348713,32,124,12,17,110,9.9,96
1764348719,32,124,12,17,110,9.9,96
1764348724,32,124,12,17,110,9.9,96
1764348729,32,124,12,17,110,9.9,96
1764348734,32,124,12,17,110,9.9,96
1764348739,32,124,12,17,110,9.9,96
1764348744,32,124,12,17,110,9.9,96
1764348749,32,124,12,17,110,9.9,96
