NodeCount,Bandwidth,Connections,CRDT_P50_ms,CRDT_P95_ms,CRDT_P99_ms,CRDT_Max_ms,Total_Updates,Status
5,1gbps,10,0,0,0,0,0
0,PASS
5,100mbps,10,0,0,0,0,0
0,PASS
5,1mbps,10,0,0,0,0,0
0,PASS
5,256kbps,10,0,0,0,0,0
0,PASS
10,1gbps,45,0,0,0,0,0
0,PASS
10,100mbps,45,0,0,0,0,0
0,PASS
10,1mbps,45,0,0,0,0,0
0,PASS
10,256kbps,45,0,0,0,0,0
0,PASS
15,1gbps,105,0,0,0,0,0
0,PASS
15,100mbps,105,0,0,0,0,0
0,PASS
15,1mbps,105,0,0,0,0,0
0,PASS
15,256kbps,105,0,0,0,0,0
0,PASS
20,1gbps,190,0,0,0,0,0
0,PASS
20,100mbps,190,0,0,0,0,0
0,PASS
20,1mbps,190,0,0,0,0,0
0,PASS
20,256kbps,190,0,0,0,0,0
0,PASS
30,1gbps,435,0,0,0,0,0
0,PASS
30,100mbps,435,0,0,0,0,0
0,PASS
30,1mbps,435,0,0,0,0,0
0,PASS
30,256kbps,435,0,0,0,0,0
0,PASS
50,1gbps,1225,0,0,0,0,0
0,PASS
50,100mbps,1225,0,0,0,0,0
0,PASS
50,1mbps,1225,0,0,0,0,0
0,PASS
50,256kbps,1225,0,0,0,0,0
0,PASS
