timestamp,cpu_count,mem_total_gb,mem_used_gb,mem_free_gb,mem_avail_gb,mem_percent,docker_containers
1764350736,32,124,11,17,110,9.6,0
1764350741,32,124,13,15,109,10.5,157
1764350746,32,124,14,14,108,11.4,319
1764350751,32,124,15,13,107,12.0,416
1764350756,32,124,15,13,107,12.2,450
1764350761,32,124,15,13,107,12.1,450
1764350767,32,124,15,13,107,12.1,450
1764350772,32,124,15,13,107,12.1,450
1764350777,32,124,15,13,107,12.1,450
1764350782,32,124,15,13,107,12.0,450
1764350787,32,124,15,13,107,12.0,450
1764350792,32,124,15,13,107,12.0,450
1764350797,32,124,15,13,107,12.0,450
1764350802,32,124,15,13,107,12.0,450
1764350807,32,124,15,13,107,12.0,450
1764350812,32,124,15,13,107,12.0,450
1764350817,32,124,15,13,107,12.0,450
1764350822,32,124,15,13,107,12.0,450
1764350827,32,124,15,13,107,12.0,450
1764350832,32,124,15,13,107,12.0,450
1764350837,32,124,15,13,107,12.0,450
1764350842,32,124,15,13,107,12.0,450
1764350847,32,124,15,13,107,12.1,450
1764350852,32,124,15,13,107,12.1,450
1764350857,32,124,15,13,107,12.1,450
1764350862,32,124,15,13,107,12.1,450
1764350868,32,124,15,13,107,12.1,450
1764350873,32,124,15,13,107,12.1,450
1764350878,32,124,15,13,107,12.1,450
1764350883,32,124,15,13,107,12.1,450
1764350888,32,124,15,13,107,12.1,450
1764350893,32,124,15,13,107,12.1,450
1764350898,32,124,15,13,107,12.1,450
1764350903,32,124,15,13,107,12.2,450
